date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:04	104587/104587	---M--	200	added ('OK')	image/jpeg	etag:%221988b-57af2a183d880%22	https://www.konnectplugins.com/proclinic/Vertical/images/slide3.jpg	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/slide3.jpg	(from https://www.konnectplugins.com/proclinic/Vertical/carousel.html)
18:24:04	36668/36668	---M--	200	added ('OK')	application/javascript	etag:%228f3c-57af2a30150c0%22	https://www.konnectplugins.com/proclinic/Vertical/charts/js/jquery.flot.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/charts/js/jquery.flot.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/charts-2.html)
18:24:05	4658/4658	---M--	200	added ('OK')	application/javascript	etag:%221232-57af2a31fd540%22	https://www.konnectplugins.com/proclinic/Vertical/charts/js/jquery.flot.time.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/charts/js/jquery.flot.time.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/charts-2.html)
18:24:06	5476/5476	---M--	200	added ('OK')	application/javascript	etag:%221564-57af2a1df6600%22	https://www.konnectplugins.com/proclinic/Vertical/js/custom-flot.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/custom-flot.js	(from https://www.konnectplugins.com/proclinic/Vertical/charts-2.html)
18:24:07	1153/1153	---M--	200	added ('OK')	application/javascript	etag:%22481-57af2a1eea840%22	https://www.konnectplugins.com/proclinic/Vertical/js/custom-gmap.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/custom-gmap.js	(from https://www.konnectplugins.com/proclinic/Vertical/map-1.html)
18:24:08	57116/57116	---M--	200	added ('OK')	application/javascript	etag:%22df1c-57af2a22bb140%22	https://www.konnectplugins.com/proclinic/Vertical/js/jquery-jvectormap.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/jquery-jvectormap.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/map-2.html)
18:24:09	104262/104262	---M--	200	added ('OK')	application/javascript	etag:%2219746-57af2a21c6f00%22	https://www.konnectplugins.com/proclinic/Vertical/js/jquery-jvectormap-world-mill.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/jquery-jvectormap-world-mill.js	(from https://www.konnectplugins.com/proclinic/Vertical/map-2.html)
18:24:10	47712/47712	---M--	200	added ('OK')	application/javascript	etag:%22ba60-57af2a24a35c0%22	https://www.konnectplugins.com/proclinic/Vertical/js/jquery.vmap.usa.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/jquery.vmap.usa.js	(from https://www.konnectplugins.com/proclinic/Vertical/map-2.html)
18:24:15	133020/133020	---M--	200	added ('OK')	application/javascript	etag:%222079c-57af2a23af380%22	https://www.konnectplugins.com/proclinic/Vertical/js/jquery.vmap.india.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/jquery.vmap.india.js	(from https://www.konnectplugins.com/proclinic/Vertical/map-2.html)
18:24:17	2824/2824	---M--	200	added ('OK')	application/javascript	etag:%22b08-57af2a1fdea80%22	https://www.konnectplugins.com/proclinic/Vertical/js/custom-vector.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/custom-vector.js	(from https://www.konnectplugins.com/proclinic/Vertical/map-2.html)
18:24:18	31002/31002	---M--	200	added ('OK')	text/css	etag:%22791a-57af29f217e80%22	https://www.konnectplugins.com/proclinic/Vertical/css/font-awesome.min.css	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/css/font-awesome.min.css	(from https://www.konnectplugins.com/proclinic/Vertical/font-awesome.html)
18:24:21	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57af29ff71e00%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont3e6e.eot	(from https://www.konnectplugins.com/proclinic/Vertical/css/font-awesome.min.css)
18:24:23	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57af29ff71e00%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfontd41d.eot	(from https://www.konnectplugins.com/proclinic/Vertical/css/font-awesome.min.css)
18:24:24	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-57af2a0342700%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont3e6e.html	(from https://www.konnectplugins.com/proclinic/Vertical/css/font-awesome.min.css)
18:24:27	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-57af2a0342700%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont3e6e.woff	(from https://www.konnectplugins.com/proclinic/Vertical/css/font-awesome.min.css)
18:24:29	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-57af2a015a280%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont3e6e.ttf	(from https://www.konnectplugins.com/proclinic/Vertical/css/font-awesome.min.css)
18:24:36	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-57af2a015a280%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/fontawesome-webfont3e6e.svg	(from https://www.konnectplugins.com/proclinic/Vertical/css/font-awesome.min.css)
